#answer latitude longitude time voltage windspeed
0 70.3907726544 22.3186327023 40.480945015 7.5453752891 45.8396431137
0 128.396753924 29.0258672428 44.4127467453 3.85945233349 40.695600539
0 113.096846477 27.0545961626 79.7644828347 6.45348035725 39.4590442176
0 91.9974430062 9.50048987812 106.639630437 4.42232536973 46.4695396651
0 93.7914325808 18.9193517128 101.662607249 4.47575927592 45.9900053637
0 113.152387004 32.5015597466 81.0988489536 6.42207597417 46.6299093497
0 151.940137262 27.7480672577 75.9243547936 5.28768515636 42.5776920982
0 104.255214161 26.9312337191 64.2602246434 4.58212717151 31.6171787602
0 68.5621373132 30.7332574794 172.278788701 4.8897135019 60.0337232922
0 105.972737294 22.1414639618 77.1460356351 5.48303830543 65.7306363946
0 101.0346547 -4.17824036403 79.1922611158 5.9404541423 44.2776355616
0 113.756468632 43.3704001699 136.036204544 6.04499376458 57.7113722672
0 92.7806067132 25.2646091061 166.054993755 5.93405977405 62.8506857481
0 101.871274951 31.2905600192 118.142377889 3.83125448035 42.3280901845
0 57.0337276285 21.6646047879 137.140368388 4.48893076557 48.7857664295
0 94.2893819296 11.4944544856 74.1671322954 4.55692325087 58.4409424629
0 129.104684886 40.3789011326 7.77523596394 5.42529544363 49.4266947274
0 90.6669374508 35.6880192522 27.7338247871 4.4741859063 46.4783251355
0 119.254052751 38.4341911055 105.566572347 5.28075219966 55.4119984903
0 90.569910818 23.540051561 160.849883267 4.36927318467 45.7072909105
0 101.591714121 26.0032707603 113.694641414 5.1994147536 56.5749092323
0 79.364246465 16.9756965526 88.1107866876 4.46233658857 43.2828580816
0 112.960885607 16.4173503884 60.4357494924 5.64160960013 52.6096058987
0 113.598952836 19.6013287683 54.677647328 4.38970368989 67.6262514164
0 122.733161483 5.02818583229 126.263145028 2.84360339269 50.9891371266
0 107.087181257 22.0838265116 107.250522755 3.87753241652 57.8787136496
0 98.8283094695 32.1509273789 -60.5796793565 5.09645050478 54.9961605588
0 41.5737375676 19.7751435176 97.5034566262 6.7625820819 54.1303586452
0 107.344600452 17.5804335731 151.858388056 3.62933809422 55.6199319945
0 103.473664106 31.728403121 193.649797658 4.37380538848 37.7620504906
0 108.696373212 28.2068111239 80.3965940626 6.5289267488 38.5568757212
0 124.84511453 19.6762330385 79.4650850417 5.27516410888 64.8700854018
0 130.922845183 19.7312616914 80.1809079072 5.44421530297 50.6684107208
0 111.834530452 43.9706505915 81.822566892 5.42970372173 44.2920169925
0 76.2964679189 45.7206585432 103.00207865 6.34081221679 37.9958051235
0 91.7925432661 25.0972869808 102.406024497 6.31603648332 63.5873833392
0 109.038575413 33.0061150968 80.2056226172 3.95322849602 38.2673047181
0 57.9966925579 34.4383951497 188.586108903 4.00388801367 53.4699946822
0 80.1366181693 11.7115086703 99.0474329461 6.66809300725 59.319146281
0 125.463862555 25.079927018 104.903020826 5.63526903508 55.6980518425
0 66.9112064249 35.8021582123 51.8572474419 5.42247442394 58.1087526548
0 108.340616954 18.8685050297 91.6937226872 5.38917854543 55.2475264286
0 93.6780392508 28.2094105974 71.5695123937 3.55352316711 45.23362508
0 105.379610013 32.632791764 76.236739473 5.52744242782 41.4473552815
0 121.890298563 15.215969664 206.326401528 3.6242097178 51.4345681315
0 114.979735325 23.4769883404 175.27097561 6.05612200868 58.3403277848
0 112.460114138 36.988519022 81.6796683056 6.64942864586 31.4583191
0 96.9536169125 26.6807524673 119.708835363 4.95281593597 63.8035575864
0 109.504894828 15.2081397293 179.864462768 5.52135557612 46.5138373009
0 50.6462507186 27.7252156578 104.084501009 5.23144156659 59.8601116394
0 97.8042230894 29.7083796624 47.8371647553 6.88888647813 45.6323007381
0 82.8451481838 15.1072785723 100.668696627 5.43305498971 66.0053856794
0 101.057126446 26.8177737081 130.512671225 4.5503255348 57.9589968525
0 101.761938371 18.1035818813 4.43589989169 4.90971802777 48.0123847953
0 109.118122724 0.00565299372581 43.8785774254 5.64670735954 57.0344669774
0 104.841307001 22.9282572335 107.872231159 8.01313060983 46.6623271649
0 82.4136018098 20.3716870339 50.535808544 5.52211589064 52.193940845
0 111.453589501 35.1900972034 140.887287452 6.58536215978 58.8361281539
0 108.445614442 16.2398080891 54.3084334009 5.16224930422 56.0399532859
0 50.8027185971 27.3387250553 192.121915385 2.81899468809 49.5146424012
0 92.676398483 16.7223369434 188.780459278 6.09197180284 47.1800187615
0 83.123973054 24.0074927018 116.406286822 4.53499780232 45.5406395717
0 99.5746551258 26.4036654806 43.6270956258 3.99513062635 43.0254888971
0 95.6055200996 23.4093581154 141.021407119 5.67153704782 62.6747089888
0 63.4683259625 28.5165172519 107.916268796 5.88452531559 33.8824255523
0 95.5443782592 17.7702635017 68.8748060655 4.60576950669 62.0652860359
0 81.7325106906 16.3894077523 109.944174975 5.55554934071 48.0964795437
0 114.489710149 -4.15300715472 167.170288636 5.49887465541 52.3802663387
0 91.8858831879 20.8545304756 96.8435938027 5.9958469146 47.2684934809
0 107.814448428 34.4671700338 130.134219639 5.22433871256 38.3917710664
0 107.656970587 29.4019757892 131.601809524 5.75178045466 55.6349995319
0 101.336514388 -5.77414102978 131.229516672 3.49330826612 55.6710665609
0 87.0544636401 36.3283987637 93.5496319647 3.41858104664 44.3636679143
0 103.843110669 19.1968962369 -10.8886143924 4.75068103252 39.9933966424
0 133.918415503 30.4214292119 19.3697653405 3.48313277031 44.7530083773
0 84.2525106356 6.61882450898 109.815268886 4.23968311969 50.8113758035
0 116.852386733 21.8987029258 36.1182558749 3.87117065328 44.2904039814
0 158.41921515 31.9818399155 192.923826533 5.93543665564 55.7956265782
0 159.411726449 32.9847198518 52.7451697931 4.71320410547 57.2297514003
0 119.459228954 29.1953255472 92.3961562743 5.58296664248 50.2548021228
0 124.540086417 26.0578021428 120.727404117 5.31357051552 60.9950290853
0 83.7117711693 16.8970076578 113.06988503 4.51421730078 48.8509770586
0 82.5998423701 21.043156146 109.993004967 4.57555695182 59.3782638548
0 145.639532698 27.0117315775 60.3996233628 4.07661216913 36.5331104577
0 170.860300603 24.579112678 10.2127495684 4.01829329208 40.2237338765
0 130.678263043 20.8027154023 103.831727709 4.19612181223 45.1122252248
0 85.1641863545 34.6206350308 34.9807030215 6.40755081943 55.4245489547
0 61.6353569183 43.5210893718 53.730878816 5.05639825372 68.7066835293
0 78.9191402367 28.4036151257 84.6217717438 4.93051427362 60.338574675
0 66.3546307637 8.4912935435 158.495578119 4.55715846012 44.5249022915
0 84.3864930825 27.5215701898 94.5783234599 3.33631178337 63.2219805398
0 96.5068033526 28.3520616242 87.7561820547 6.10019392119 68.209667596
0 88.1072439513 13.9693385427 93.5739588556 5.41413802004 61.1186583461
0 125.567035813 15.8191169687 138.145488637 3.73948868022 57.7695077945
0 128.976727908 23.1714365882 -15.8946017783 4.74420374437 44.2010097371
0 129.834322793 8.2016532639 58.1828421891 4.32255566654 61.7940138368
0 58.674755769 11.1439319779 166.108550984 6.31760329586 54.2835375373
0 80.9823479576 30.4576728864 3.92635194834 4.38324856226 58.1963459428
0 79.3152953623 16.5200948885 101.329103055 4.36589602812 54.527861891
0 99.2975293354 30.1630883033 78.7161704525 6.34534318166 53.3994797296
0 129.470073704 11.6618187445 8.84633378123 3.4470863099 61.5887707804
0 93.7873091778 37.5358141633 95.1528965518 4.82074865858 25.4130825
0 98.6978468212 9.3357182711 32.3633565925 5.34860082698 54.731273351
0 80.3859045809 23.5209683256 134.996132163 6.60588583639 46.8382577212
0 98.4673264633 10.642253441 77.1876148342 6.27377868897 34.525976129
0 121.540160761 21.3734053121 7.24432378772 4.87780678014 56.0993704166
0 76.1349414024 15.3388087454 120.969130204 5.60858529854 65.750681802
0 60.9031055343 18.0295734062 104.295979175 4.93788957934 41.0325308548
0 147.75235686 6.34045619922 86.8049480971 6.11255479348 49.7507798263
0 64.649218921 28.2190505366 30.1786403038 3.88726129691 49.8670774373
0 92.1231697434 16.9450798809 127.849092621 4.34120540687 35.9430221585
0 115.809467323 43.2024405178 136.185540922 4.54283262684 55.5553756537
0 119.88902437 26.1776234533 107.802238746 4.14705456576 54.638338228
0 88.3106301967 33.1408750733 111.151561616 5.640731134 49.750517427
0 67.5287906851 18.449045397 123.875128765 4.69024660267 53.315302506
0 100.862280434 25.9594423941 36.8638151707 7.05875265764 40.8400043087
0 81.7005286752 19.0073830117 141.851314766 4.21693953704 62.001044621
0 33.9538618049 10.9949404847 46.1172540051 4.52213887143 57.7289640079
0 119.001010905 19.0575632917 201.08263052 5.19632422439 52.0567472272
0 135.140591224 22.9455378643 107.253216342 4.38052764958 53.3391328747
0 72.9548694358 33.3321420957 152.799758804 3.29260286734 34.1408108547
0 130.000604588 21.6461016643 100.757845722 6.78140713437 67.9337578634
0 57.9603709101 22.2733150626 59.2111882095 5.52030618435 46.3428236173
0 117.410117665 10.3887545713 126.274119025 6.16206007051 25.0809752751
0 116.317638132 28.5138720264 69.0843684794 5.67532314758 52.0185270268
0 139.999020629 16.3571353856 169.427239466 5.40135581253 48.4987431153
0 108.926360567 11.7910542655 60.0341689066 4.53490122436 37.5074261296
0 95.0371965296 33.8570889844 26.8213952763 4.61048014561 56.1895965029
0 112.193917603 29.106283622 89.1944417157 4.80010760092 55.6789228891
0 113.226231881 19.4245747812 -38.5109370847 5.60512200713 55.5836998194
0 126.815205714 23.319869197 131.484556939 6.22900653355 50.9829923436
0 146.095997952 30.8397220904 90.8315707143 5.05141114662 50.1422954855
0 127.116058231 32.6095420061 43.7744896817 5.3951585039 48.83197823
0 68.5503772972 25.0980921379 71.4881272092 5.00118723556 40.9629588976
0 87.2222510528 30.3671801819 50.593976281 3.69948574143 48.7263159056
0 107.054290429 24.7365799966 78.4109036919 6.06851180647 40.285257904
0 135.753820428 27.7502053791 122.239600047 3.93004388972 22.2860230848
0 102.679131101 48.9922861994 172.742132589 5.55220832292 67.5177482032
0 91.492126885 17.7778384254 206.07559496 7.39993717923 56.1389194716
0 60.4807978216 25.4903174953 95.0873201818 6.4106786405 40.5879400575
0 71.4220114991 13.986603546 203.88748616 6.16504087829 49.9570867194
0 58.7295801863 18.4385806146 57.1405725098 5.01655517011 80.8259352879
0 113.019139806 21.1805208744 184.785337966 6.81140969163 46.5383654754
0 104.569515445 -6.34208428725 139.698153525 6.03732859985 49.7827479031
0 120.730426197 25.2279661346 162.581796173 4.79605955847 26.7563139234
0 124.005056697 44.7784653354 116.885715547 5.6780065529 46.9499071249
0 102.516389283 26.1167068005 40.2858826674 4.60323283983 55.9651320974
0 78.5524797833 26.0494173276 73.3478257797 5.01949651038 55.1779763907
0 118.926980099 10.3697151179 74.8000540514 4.93623312873 49.1936457658
0 64.7201822582 28.4241614561 124.746185506 3.16177684124 55.5920149386
0 119.049663916 32.585513681 160.504988254 5.3740851491 46.2692941435
0 87.8775643962 32.0112600695 171.425055028 3.79011199897 48.9587694309
0 90.4227230221 25.7938607879 102.717258918 5.45831919548 51.0705572029
0 99.1798004511 11.9928237078 118.482357473 4.91391801767 55.5003673154
0 135.366383239 44.900004646 109.503074278 3.74969891897 32.7386672172
0 89.1744456636 7.63012409902 111.065195579 3.88509540668 62.5584552673
0 137.03118992 29.2678169239 60.2556805354 4.66648221815 44.458621992
0 86.9161309283 9.62969753933 187.566675298 4.20201746291 27.6682476895
0 109.689303645 27.100567343 128.646011393 4.83961041988 49.1077691128
0 85.7575378448 21.2144381177 61.9716742376 5.9259286837 58.8710048989
0 87.1588674101 26.5181662004 127.872891427 4.73107491979 45.3027815552
0 103.499386718 25.4386593428 62.7326138329 4.59869741622 59.2562471252
0 125.004260406 32.6263271505 -24.6360669073 5.89860982555 45.1021785361
0 59.4167744106 24.1255734981 55.8609178759 4.83894338785 54.5294719061
0 84.8902395794 46.036071402 89.9111992961 3.54729441966 58.8867372855
0 120.242181283 27.4911266544 45.5782791662 4.34012795329 54.4203949458
0 102.453463894 27.4238088217 160.950765275 5.46358364513 53.971796823
0 104.22352438 34.9159107404 100.337446432 6.2709787043 76.8147152214
0 76.2650078694 38.5451416205 -24.235570951 5.0670617356 45.1070122005
0 141.777916096 14.8446126896 125.198400927 6.17216333429 51.3888872525
0 123.735952279 5.29285607219 55.1073242741 4.76200365289 45.8304888239
0 96.816698745 2.2179170181 129.227182986 5.68102716165 45.1403554005
0 95.21260348 20.0523733684 80.3849510227 4.77711086538 46.6098677415
0 83.1675789763 35.3766189118 15.362873309 4.54421648962 56.1423714089
0 108.904140492 38.379919592 142.340016043 4.7534210118 40.2426152298
0 124.010212763 23.1714196295 182.461528264 5.00004105438 34.9092125456
0 88.5646761172 19.0296247035 82.7566903328 5.13459326359 69.5506614476
0 67.8580042199 23.42408568 168.486770187 6.37035714514 50.023001831
0 88.1069732218 28.6070231069 41.6967300919 5.54855514812 59.8339323124
0 79.0336954911 22.4741556192 216.980079714 5.78537253902 50.2016005745
0 82.4727127628 16.095273725 213.724929235 4.13967973746 52.3728871803
0 75.7655192018 35.0526910071 141.748781455 1.85354516444 34.4671173696
0 104.643239307 32.803716349 199.67531785 4.92469911772 57.0299646953
0 132.100368468 41.9982913164 110.19683955 4.87500615528 56.6527826982
0 128.19724737 28.471609069 -19.3074778566 5.16174747418 60.7574330946
0 115.818002672 28.6193331139 15.9972088436 5.1612031953 63.1230307926
0 112.437063456 38.4819496649 69.9766527258 5.07378698748 66.9562283846
0 61.8580512715 18.2207316343 108.485085954 5.33525187205 32.7133280934
0 90.6538435885 23.7272532638 85.2189834452 5.0786927184 47.1882908135
0 85.1123967908 10.4908069418 138.551257625 4.14505998159 48.8488833959
0 69.672931341 27.5509279635 85.3709078925 3.93964952263 53.2650906827
0 74.8514521912 34.025142383 70.4373187044 4.64020128549 53.7557646335
0 106.79361268 25.0708416865 121.938452825 5.07432752093 59.8200157579
0 89.0809644257 33.483050104 75.8571086096 5.33505744936 63.05837989
0 20.5529655738 15.0897768519 68.3320179142 5.29684596324 58.8633292745
0 56.841829949 22.2999285616 102.164740805 5.411928209 40.1032358615
0 103.474639744 11.4406823495 127.649295112 6.04015758161 34.4321301855
0 157.301824915 21.5994407691 18.8498651629 6.19566953392 48.8108442751
0 111.796679696 33.2002905205 75.9287920353 5.85917629229 52.3344179888
0 90.0440350811 20.3631091442 48.0605379048 3.7403960798 55.4204734654
0 95.1177816825 38.5497780355 102.964456232 4.94164416248 43.7567028694
0 58.1943822373 2.62324025515 86.0533903383 4.19554636198 27.0926231975
0 82.6883443615 24.9603058542 198.452857652 4.41976323911 61.6446671054
0 91.2976244034 12.0096567899 115.501809511 5.31586369172 49.6391756742
0 105.697534425 11.8410945671 110.477342605 4.04228938778 47.8878794083
0 96.7667162877 16.0929968543 127.450173515 3.4795989946 36.1792312356
0 143.831536502 29.6916683261 118.283917441 4.42977356429 51.1280342521
0 42.0648162487 36.4474102254 139.535985508 5.5120800469 43.0484069157
0 68.044150491 21.9446063572 84.520390441 5.22085969854 59.974901885
0 123.696718802 15.3174092412 68.4867915989 4.06775220777 54.4043512035
0 68.8716208848 34.7466968622 85.9520233605 5.23574233719 50.3874572297
0 23.1351465466 24.5007374315 41.8147945725 5.35956292474 39.7287170048
0 90.0362114305 35.3220796995 113.961257794 4.80201699309 49.9555142234
0 120.261528728 -3.35264489015 68.9379023524 6.02726778153 53.6182995717
0 94.1576119733 27.1722455979 87.6502024322 4.68746013335 56.0325687518
0 63.8687770843 23.6651260198 81.6607712044 3.51328073104 51.0938881331
0 108.070654274 37.9486975289 140.851209433 6.02211747645 47.5280218434
0 125.281634452 36.8120093965 153.944865316 6.96138633775 59.584619222
0 126.294759469 24.1396260315 29.6038718843 5.79013352531 43.5050190247
0 73.233341467 42.7351564711 5.32777534509 7.30529767861 66.8438718326
0 107.576187626 32.5441309043 84.7165422887 5.47504831196 52.9905244593
0 86.3794194145 17.9896939326 179.897864454 4.22437827487 51.3017436199
0 78.4067759348 30.7783176671 165.210581695 5.0608965816 38.1846052392
0 113.223584573 35.4686128217 44.1392320089 3.35717523356 60.1877006355
0 123.407620578 6.91434664893 108.232879205 3.25385598115 54.9203362681
0 127.247957362 -1.71863320494 159.227407901 4.18180686373 27.7301970779
0 117.443818419 39.1671321308 74.5864742143 4.98979971781 59.423727049
0 145.63448881 24.9962094156 37.5070727647 3.19697536355 39.2334484675
0 68.0224614537 16.8786901995 33.7361654154 5.99046407452 47.9003015648
0 115.616462481 38.1564064633 147.628588957 5.27809137582 51.9846746423
0 96.8292746153 28.8027764266 1.80915413418 4.36123925706 37.2134361322
0 103.950369424 37.3775932948 62.8154318488 6.1878338423 48.1774448468
0 148.541781402 24.9956430178 153.650527587 4.87353077728 42.4281394232
0 139.232699811 25.4606910885 91.389848124 4.89546883108 45.7312679288
0 77.623147416 26.0844264559 99.3967492536 2.14866137157 57.2348805896
0 128.207652012 19.3686629177 115.470387928 6.25181666768 48.4871036478
0 113.780589553 4.75406754211 101.598802787 5.31445871095 46.4210900157
0 128.270700583 28.4556268127 171.855084624 4.13761227599 50.9983110755
0 96.4907912924 10.0940636752 122.937397198 4.00723369079 51.368169647
